nx,ny,nz,ox,oy,oz,ax,ay,az,Px,Py,Pz,theta1,theta2,theta3,theta4,theta5,theta6,config
-0.278082345432408,-0.840048535030158,0.465820424576355,0.954740856725621,-0.188435911865355,0.230134316472574,-0.105546698942401,0.508734081729499,0.854429358361009,-254.347416334201,332.976674010978,1502.34008025642,108.392933828305,-64.7497029145498,92.4705505594279,-45.4775656908612,4.85699849701127,-166.624522810455,1
0.925115643728195,0.10797796975552,-0.364007972133638,-0.113643258539092,0.993504170651159,0.00588835183808675,0.362279250741723,0.035919645686284,0.931377218712047,341.265464171942,-107.205660859538,1341.56915745453,-43.1496129238805,-26.3923570719109,18.6853966831812,37.0827766300401,27.0244186683031,13.760014277368,1
-0.98825727146232,0.0324069364578385,0.149322991770417,-0.146724108199883,0.0715533042343018,-0.986586114196882,-0.042656786972289,-0.996910184080076,-0.0659581943554377,-388.476728045167,-820.42182993893,847.706262163486,-126.197338945998,-9.90773124610297,88.5024059244575,67.5778586554692,36.8451643623617,-163.853674828055,1
-0.125314800255497,-0.630670320964262,-0.765866272329419,0.889824856724002,0.269943592611327,-0.36788881630759,0.438757250872319,-0.727588759577087,0.527358200603765,182.698177209022,209.190405792986,1190.75655213865,29.5860104568014,-11.7955266057393,-7.48846374434089,-77.0551954203733,60.6331696285692,-47.9179208960408,1
0.720930956103547,-0.692949368757842,-0.00892910240365452,0.264037418965704,0.262741010839437,0.928036315350321,-0.640736137514933,-0.671407725276661,0.372382690952822,-558.232709927441,265.517852908784,1183.83394188671,136.45376531894,-12.2487624218417,37.4491228827192,99.5940684761986,70.2612398124298,62.5532880820815,1
0.227548034269688,0.107407218864845,-0.967825181236632,-0.289698737748751,-0.941428415912988,-0.172589626160852,-0.929675499003164,0.31965016353395,-0.183104449716377,-510.220078777124,134.90796779045,1353.3533862148,148.47652170389,-39.808365055705,58.5560125573241,12.4492693072523,82.2397015703951,-14.1525276526697,1
-0.842556479572826,-0.469867684261098,-0.263292495177816,0.482658139373237,-0.875622235815709,0.0180781813760091,-0.239039116519893,-0.111848376976212,0.964546650681643,-45.1850713588156,-410.046889084534,1277.70677510051,-114.666314383031,-16.2021892078224,14.3134491236794,-36.193465796837,16.7870738427872,-0.301322604759243,1
0.386816762486092,0.233481277537718,-0.89210945813792,-0.487987873017289,0.872688562915125,0.0168079726676757,0.78245806791664,0.428836991404065,0.451506596580459,826.779989968947,18.9616590899041,1041.64024820471,-10.6686511622763,-11.5508895081091,67.628256706373,88.9722798073493,34.4975484671614,-67.3291512969938,1
-0.0050207445323802,0.788403888117985,-0.61513746538866,-0.379582832043246,0.567602593781705,0.730577969247848,0.925144132415252,0.23716366655271,0.296414793026437,544.139397439025,128.856597842303,1345.70114651917,-2.8416881387848,-34.5374821496241,54.7114632730624,20.5537860183329,53.6412888453974,42.6196347960449,1
-0.732381673568076,-0.535598847421885,0.420417600561598,0.083513910762609,-0.683447584178149,-0.725206747341878,0.675753291468683,-0.496017413324775,0.545274439844599,-149.618516371656,-825.361602437602,929.923440277728,-113.072770389997,-1.75530850755896,64.7674278490064,116.054099804465,65.285076662142,167.149211836509,1
-0.379692914637445,0.0073890296391371,0.92508307346698,0.181820018904763,-0.979868844158063,0.0824531926235254,0.907069331032415,0.199505514934632,0.370705783892124,683.701336815547,410.729421261356,1070.25504524291,21.5130784223127,-10.1410780789578,58.6200112714952,-23.9923467481312,21.1978962343616,-165.958512682544,1
0.204744253031257,-0.743450721952623,0.63667952289892,0.47759329419555,-0.491895857164452,-0.727971916384068,0.854391266452388,0.453121936935935,0.254354229525107,266.46474464412,635.385241092432,742.217019095698,57.8550072958324,37.6819391318284,7.26515038092433,-49.387250860179,39.4475219696365,-97.4947094017194,1
-0.379958255327079,-0.0596821925716599,0.923076248258312,0.837143304917404,-0.446677437134507,0.315706119970638,0.39347529940362,0.892702247697847,0.219681327641755,59.6224318446379,408.714293833055,1343.0034587616,61.2233022636025,-31.8534679176528,29.9380952802578,4.95581166719614,79.2178472377748,161.288107635174,1
0.65734308841381,0.719149815461177,-0.225219020148719,-0.201763162160859,0.455900777713527,0.866859912139818,0.726079672287721,-0.524383470184136,0.444781166067313,332.221751048561,-802.056590633273,951.612052713177,-79.0871919283025,-7.98920530860394,73.9231071583835,102.859439634935,39.0105516492648,-8.23163760292248,1
0.1721663098626,0.252952335213192,0.952036699848534,0.260050832792473,-0.943853433967564,0.20375048356158,0.950122269032905,0.212498967757091,-0.22828022820633,321.851795944001,570.210878474478,1171.39506689025,51.3024166063168,-16.6942701115188,45.4208188306749,-38.1072214391454,80.5008566114447,-174.342363146536,1
0.0269339737731972,0.909616337606492,0.414575300055535,-0.776714903996553,-0.242028750007698,0.581494662124543,0.629276186555959,-0.337668776360894,0.699993770332656,201.138273149099,272.142090940824,1512.2419137727,35.7320093090959,-61.7332357533956,77.802336065732,-80.4785951212053,40.5839398370332,147.9599929496,1
0.390366887767438,0.890244493685456,-0.234687951112729,0.69286397267403,-0.116212310891232,0.711641914285324,0.606261666531149,-0.440408265431117,-0.662183774668958,-268.573460746425,-703.806593379404,214.819941397333,-124.870261156205,42.8326173522096,66.8128573719092,50.4499744832852,76.3205785217844,-32.532502959505,1
-0.827482358400157,0.139508638215116,0.543884442138105,-0.13768424085327,-0.989483666768624,0.0443297080835947,0.544349149312436,-0.038202265135486,0.837988419121258,889.581175802381,-161.045356051237,753.467018585132,-19.6854707178495,0.796251246266929,86.5499062963399,169.720883999037,55.6920474846219,14.4062912560257,1
0.989543904072102,-0.144038869649694,-0.00746096131752267,0.101956900023814,0.661978596232951,0.742555808452796,-0.102017902601833,-0.735552270174928,0.669742641160941,134.556625852062,2.36629042036651,1563.16382494165,-54.4442188420653,-78.4816725190093,75.8184438629255,-41.8790013399532,49.9114731084132,87.0303663139401,1
0.391747438111265,0.647392055940838,0.653771726704326,-0.00925687153070898,0.713302533818401,-0.700795123825582,-0.920026225203785,0.268482813515026,0.285427265313478,-175.786237576633,729.809830007967,1174.07492909178,88.7230397065242,-30.2428113892776,84.5156036969378,95.3654336654382,68.412234007199,169.494574723977,1
-0.02646466127577,0.627068097910843,0.778514754058031,-0.97205177514087,-0.197874189003854,0.126337451975061,0.233270161291672,-0.753413170782503,0.614779331095648,155.039380068409,-115.25276768619,1243.0751907639,-88.3440945690824,-30.6648752353976,-9.61413585773965,12.2075514347088,91.2735404838107,-179.235994319024,1
0.493150553662554,-0.796673728433518,-0.349447423579219,0.1776601366787,-0.300994965631822,0.936930577203884,-0.851609891474742,-0.524130709926575,-0.00689867046914666,-555.549378283776,-506.403986743362,652.986183276827,-148.357374370465,39.4149003578272,17.0130629312361,-0.0573529892975679,33.9673179114979,69.5937578247917,1
-0.0096966433609129,0.439645429107892,-0.898119074383831,-0.254177236199126,0.86757707631253,0.427438825161188,0.967109046439803,0.232426145950795,0.103335274581117,444.308708449291,113.783418469141,1187.66817032139,-5.82817432395177,-10.7130216094357,7.18649128305972,19.2548454263367,87.3972291264454,26.6195707471558,1
0.938147117092766,-0.311727527030066,-0.15068488836725,0.345744362606006,0.866645936946376,0.359702176391115,0.0184613763489608,-0.38955201047621,0.920819422426159,-14.4120222280571,-286.233660687344,1524.82203590083,-125.205558970189,-58.6317609058592,61.3309378187947,42.2392710195489,20.886908257052,62.6144256162619,1
-0.823761370974474,-0.224363874733335,0.520651568138328,0.480955912483179,-0.762785536371009,0.432249506362546,0.30016431156573,0.606480896004018,0.736262391301114,139.827124937836,-35.3229495974042,1348.83951987368,-111.150413654577,-45.4872425912207,7.43517820390383,141.514399413865,5.63586003753819,174.83083679387,1
0.96773513557546,-0.0827278160351101,0.238001713915693,-0.247339888522986,-0.492131809081656,0.834643194446257,0.0480800053887581,-0.866580862322771,-0.496715131778507,-230.256919484162,-711.757416932049,1147.53470694619,-120.836203690516,-27.0591453091838,74.4390894399098,29.6558003912472,78.8686288867944,81.1122940585947,1
-0.188013791047429,-0.242275908469996,0.951815737709254,-0.711653771272823,0.701502609337181,0.0379868256938608,-0.676904516316107,-0.670221212189054,-0.304308728962369,-662.030482663304,-422.342522129231,805.609005319864,-159.342816372435,19.8889050141412,29.2488406568925,25.9148404066573,62.6940550741825,157.411917979576,1
-0.5188449704482,0.633526389589179,-0.573972307985939,-0.787530164229443,-0.615411884339985,0.0326259565661246,-0.332559975146367,0.468948319441714,0.818224502580703,-117.831002934858,612.387387856478,1326.22578893192,85.9970090894335,-32.552477526419,64.8566142035028,99.5763567953755,21.6931844717352,-63.1841258610529,1
0.964212522287765,-0.218136220319068,-0.150701032671904,0.26342337097997,0.723798553183842,0.637748996103112,-0.0300389661109776,-0.654623742155667,0.755357807082905,-241.071839466452,45.9848348130796,1237.91436204751,127.418459526496,-18.7624606868133,-5.73015614745165,108.779629043062,26.44481712467,113.50019694642,1
0.227518827989354,-0.761458622612075,0.606972774480101,0.631702374505222,0.589780242971901,0.503101754165565,-0.741071719170833,0.268961021431966,0.615201329643767,-741.348517402498,379.072895328707,877.406414771681,142.310482095053,10.7378465400686,46.4167673954277,114.522781962525,15.3110352030963,36.1670414636279,1
0.068051354059388,-0.339565967221875,-0.938117245932168,0.996743734035357,-0.0176266354752471,0.0786843719113055,-0.0432543855803973,-0.940417064725271,0.337260733708457,501.434149761327,-46.7211864302009,1149.94787281678,-15.3656746147884,-3.99695625945936,13.7895685679708,-80.8990854225335,68.4301125517164,15.0706276977802,1
-0.92586736560625,0.36455578717366,-0.0993413274701651,-0.375995133116146,-0.862903117630226,0.337677167509159,0.0373802244283428,0.349996125153165,0.936005038020339,-236.591634526253,439.232077632173,1328.97037784007,102.817556183649,-24.2583998612586,36.0419042356972,-40.2404679715019,10.1728074474301,95.6180914878285,1
-0.284411268868733,0.361535899521686,-0.887920054676953,-0.672789670644202,-0.735072717496507,-0.0837983237706306,-0.682981909873859,0.573550253551811,0.45230058305922,13.3660292378916,231.595323368359,1479.23440960061,32.6440874430999,-56.2030096094833,47.0165620014809,102.586757120625,60.7303918249634,4.66995388392222,1
-0.29277918207269,-0.953506141170143,0.0714590043008558,-0.734652533193587,0.176484557750941,-0.655086907476939,0.61201797850806,-0.244293347486741,-0.752166706493069,600.36437301645,-526.078873930623,482.338683881054,-52.7050585677241,38.8629025114764,37.1696643140582,21.3620710241289,68.4746068183416,-128.666078300213,1
0.772706925445866,-0.626474108565408,-0.102245775781567,0.4582736472531,0.439124234953247,0.772758157841162,-0.439214380002907,-0.643972124842297,0.626410912121396,243.696199498852,-144.322445016083,1494.93177529917,-50.7634250626458,-55.4192607183828,59.22262257926,-76.5385526758079,50.2313882733145,87.2099888716625,1
-0.0609283623146473,0.547336547652254,-0.834691822333109,0.728330475503661,0.596188885514622,0.337777339739427,0.682511870313086,-0.587351271721569,-0.434966700436699,31.1640794455878,-680.976262907145,1195.10529034685,-103.107486803491,-26.4632625236084,63.8491994397204,53.2588009822402,95.2930994315694,-10.6760259891781,1
0.849729612065109,0.0519120182918955,-0.524656772315522,-0.515490377362665,-0.126927771239837,-0.847442630350035,-0.110585972103959,0.990552615081576,-0.0810941399169689,-15.7901704284148,586.043037983101,1122.58464349354,75.7532059203153,-4.07187473290345,17.527707457467,20.7542017436677,82.0558686476165,-62.9836331664685,1
0.899471878249736,-0.339532151834923,-0.275078639861837,0.143791599974869,0.824419578621257,-0.547408745054933,0.412643085504361,0.452824774340247,0.790364098203572,140.073317142671,-59.3192078210286,1579.68890499375,-111.417997285045,-86.6819117125787,90.8888859089233,160.811349825787,41.7329601884783,-65.5755857213499,1
-0.256288424186886,-0.727107589913846,0.636891510633861,0.789620282082765,0.222545058459488,0.571815973088193,-0.557508792532761,0.649452268950491,0.51710317790913,-93.1384104916224,165.747560002947,1468.05059267532,37.8964356254408,-60.3652315975492,38.0310108804875,79.4933848010302,60.4026477697189,163.964556691702,1
-0.45015428164297,0.829453310745958,0.330708826630121,-0.288561888999732,0.215358496343963,-0.932926982281772,-0.84504032976859,-0.515391039255667,0.142404064968509,94.8846449462858,-92.9268577835442,1505.8239928987,-87.4914535726552,-68.7439075627533,59.8878149750849,-60.3134836262988,86.1508174828495,-117.284436185935,1
0.66739354442946,0.479063590943704,0.570161321632752,-0.498627336398801,-0.281204809186301,0.819935750340436,0.553133470556356,-0.831517847747491,0.051199928004449,617.698772939136,243.41068351839,1244.67929998858,14.0171421375156,-34.1159952151789,77.5005031553683,-77.5041370546746,74.484643633869,166.996689465636,1
0.0770241694715288,-0.989016465869212,-0.126149544417706,0.996764586333441,0.0792998666514986,-0.013110704808598,0.0229703449853254,-0.124731557308598,0.991924594847122,-231.785043916231,-528.91282856368,1284.85102945845,-128.214863231937,-20.5412388374588,43.5209781465703,162.932817358037,18.9290450692394,-121.320672039145,1
-0.471156938693674,0.437679905493847,0.765798563231678,-0.172286473850573,0.805815404413299,-0.566550002151944,-0.865059830329059,-0.398870698769825,-0.304259191502788,-778.168951758534,235.998518374373,767.060927140086,150.078977442419,18.6998106161545,38.5211888545591,54.5175985087125,72.6404112183575,170.547034145543,1
0.888919216818428,0.4547371888324,-0.0551063976659529,-0.239156011347256,0.563339847950865,0.79085562395874,0.390675092893549,-0.689827735600347,0.609516748735516,-114.697458396357,-828.394559543928,957.870835331755,-109.871063340156,-1.07729903356985,59.4900479692093,112.470933421717,40.6430217169925,2.83262231130467,1
0.295072882949255,0.362416389293607,-0.884073726857325,-0.912061960607636,0.382573331050308,-0.147582608669266,0.28473667442142,0.849877642452404,0.443433218307982,489.524472772526,745.653702212394,926.827001196431,46.3003367865853,-12.1834106860348,86.1467275829093,117.923732054865,25.5659747202977,-118.138153254383,1
-0.839157971882731,-0.128417383953338,-0.528510050731529,-0.412155563877726,-0.483899308450952,0.77199044712051,-0.354882641714548,0.865650295892788,0.353140022980166,-53.7035931576968,747.964539031546,1165.73039226526,81.241955750148,-19.3819587823588,62.1782030016211,54.1852575390112,36.5176549228634,19.5273566089439,1
0.544982493342744,-0.483880983005984,-0.684728615025755,-0.772318044682831,0.0281810068323807,-0.634610643395776,0.326372363730776,0.874679955834748,-0.358351859285968,-573.241255095753,690.878244585833,639.57680347789,123.47670716893,5.22687465752466,83.8424976691541,-64.052920984894,57.0668376125991,31.5490722134051,1
0.65874190094024,-0.362895518815124,0.659064450846456,0.712021770190584,0.583706285897975,-0.390271662535033,-0.243072225316482,0.726356533822814,0.642901298064175,100.440164751062,188.917312857199,1537.96593768148,3.93241819383741,-67.6615158168446,65.0369881106626,102.404176670056,49.3791727324986,-146.020424108449,1
0.563072983950159,-0.685412042960571,0.461691613644952,0.821449222295827,0.525308814191922,-0.221972576959086,-0.0903879966314351,0.50424297823261,0.858818391144521,-57.5740488689468,215.917335099524,1467.07280499896,59.7686555176535,-51.1339156603805,35.5696636635423,28.7033336639001,43.7271682843629,-139.753078949223,1
-0.520742313206839,0.80677376278218,0.279183701032624,-0.805875605779504,-0.572467283632327,0.151147997605467,0.28176577372972,-0.146278176283777,0.948267232323033,-215.36335732829,-612.025792202069,1314.8679993077,-123.438787013461,-41.3296178484701,89.2786507789843,156.5068515939,52.3751786860917,82.7584508590768,1
-0.0665251765928515,0.964144815305421,0.256903047858459,-0.365064640742042,-0.263140523508012,0.89302008542239,0.928602287827881,-0.0343778999882962,0.369480650417882,563.565681065083,199.92241392758,1311.65170207198,6.82463770005569,-30.0967835261665,54.2128992142273,-11.8790813480908,44.578486893974,111.242423675655,1
-0.101774525372298,-0.488044129296163,-0.866864968633981,-0.442886959256534,-0.758041396359311,0.478773832541135,-0.890782289510599,0.432650169611865,-0.138999077079958,-59.7006400004657,174.165771089174,1294.83302896279,24.9517146932768,-42.1422551114453,6.9422546672388,127.574886979281,75.7141549679307,56.3853015172288,1
0.73184779815158,-0.552961385794519,-0.39828696458821,0.643749340344118,0.752718608363679,0.137845868380444,0.223574567308532,-0.357279165979842,0.906843983499671,44.900931125092,-340.846735987139,1536.54723102308,-109.941738893737,-68.8225996931727,89.6362137767184,103.476194048804,19.9637008546252,-35.9807365243281,1
